Disaster_Subgroup,Disaster_Type,Disaster_Subtype,ISO,Country,Subregion,Magnitude,Start_Year,Start_Month,Start_Day,End_Year,End_Month,End_Day,Total_Deaths,No_Injured,No_Affected,Total_Affected,Total_Damage_Adj,CPI
Hydrological,Flood,Flash flood,IDN,Indonesia,South-eastern Asia,29905.0,2003,1,28.0,2003,1,28.0,1.0,21.0,15000.0,15000.0,107022.0,58.6435529778532
Meteorological,Storm,Storm (General),PAK,Pakistan,Southern Asia,144.0,2003,2,16.0,2003,2,22.0,51.0,57.0,40000.0,2557.0,97437.0,58.6435529778532
Hydrological,Flood,Riverine flood,LBN,Lebanon,Western Asia,29905.0,2003,2,,2003,2,,19.0,21.0,17000.0,17000.0,107022.0,58.6435529778532
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,540.0,2003,2,13.0,2003,2,14.0,3.0,21.0,33000.0,33000.0,107022.0,58.6435529778532
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,7.0,2003,5,27.0,2003,5,27.0,1.0,7.0,100.0,247.0,104477.5,58.6435529778532
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,5.8,2003,5,4.0,2003,5,4.0,1.0,3.0,12426.0,8003.0,104477.5,58.6435529778532
Meteorological,Storm,Hail,THA,Thailand,South-eastern Asia,144.0,2003,4,11.0,2003,4,11.0,12.0,52.0,5000.0,5000.0,97437.0,58.6435529778532
Hydrological,Flood,Riverine flood,BGD,Bangladesh,Southern Asia,29905.0,2003,6,11.0,2003,6,10.0,187.0,21.0,50000.0,50000.0,107022.0,58.6435529778532
Hydrological,Flood,Flash flood,PHL,Philippines,South-eastern Asia,29905.0,2003,5,16.0,2003,5,16.0,19.0,21.0,3500.0,3500.0,107022.0,58.6435529778532
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,140.0,2003,6,15.0,2003,6,18.0,13.0,3.0,46472.0,127130.0,4186.0,58.6435529778532
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,29905.0,2003,7,15.0,2003,7,1.0,13.0,21.0,10000.0,14500.0,107022.0,58.6435529778532
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,155.0,2003,9,2.0,2003,9,2.0,3.0,52.0,40000.0,14400.0,97437.0,58.6435529778532
Meteorological,Storm,Tropical cyclone,VNM,Viet Nam,South-eastern Asia,90.0,2003,7,23.0,2003,7,23.0,12.0,18.0,40000.0,5018.0,97437.0,58.6435529778532
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,471100.0,2003,8,24.0,2003,8,12.0,123.0,21.0,25450.0,200000.0,4160730.0,58.6435529778532
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,144.0,2003,9,1.0,2003,9,3.0,38.0,1000.0,40000.0,69925.0,410957.0,58.6435529778532
Geophysical,Earthquake,Ground movement,BGD,Bangladesh,Southern Asia,5.7,2003,7,26.0,2003,7,26.0,2.0,25.0,2500.0,2525.0,104477.5,58.6435529778532
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,5.6,2003,10,16.0,2003,10,16.0,3.0,56.0,60000.0,60056.0,102313.0,58.6435529778532
Hydrological,Flood,Riverine flood,THA,Thailand,South-eastern Asia,29905.0,2003,10,15.0,2003,10,15.0,3.0,21.0,3000.0,3000.0,42630.0,58.6435529778532
Meteorological,Storm,Tropical cyclone,OMN,Oman,Western Asia,144.0,2018,10,14.0,2018,10,14.0,12.0,52.0,40000.0,14400.0,97437.0,80.04959625595113
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,6.0,2003,12,1.0,2003,12,1.0,11.0,73.0,3510.0,6018.0,3296.0,58.6435529778532
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,29905.0,2018,2,21.0,2018,2,23.0,20.0,21.0,100000.0,100000.0,107022.0,80.04959625595113
Hydrological,Flood,Flood (General),TLS,Timor-Leste,South-eastern Asia,29905.0,2003,12,,2004,12,,19.0,21.0,450.0,450.0,107022.0,58.6435529778532
Hydrological,Flood,Riverine flood,MYS,Malaysia,South-eastern Asia,21720.0,2003,12,17.0,2004,12,5.0,19.0,21.0,2000.0,2000.0,107022.0,58.6435529778532
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,29905.0,2003,9,10.0,2003,9,10.0,37.0,21.0,25450.0,20000.0,107022.0,58.6435529778532
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,144.0,2003,7,15.0,2003,7,19.0,8.0,1.0,116601.0,116602.0,2556.0,58.6435529778532
Meteorological,Storm,Storm (General),PHL,Philippines,South-eastern Asia,144.0,2003,8,20.0,2003,8,24.0,1.0,52.0,1156.0,1156.0,124.0,58.6435529778532
Meteorological,Storm,Storm (General),PHL,Philippines,South-eastern Asia,144.0,2003,8,30.0,2003,8,2.0,1.0,1.0,34288.0,34289.0,97437.0,58.6435529778532
Meteorological,Extreme temperature,Cold wave,TUR,Türkiye,Western Asia,-22.0,2004,1,9.0,2004,1,10.0,10.0,472.0,75000.0,5100.0,90654.0,60.21357973293278
Meteorological,Storm,Storm (General),CYP,Cyprus,Western Asia,144.0,2004,1,22.0,2004,1,25.0,12.0,10.0,40000.0,10.0,97437.0,60.21357973293278
Geophysical,Volcanic activity,Ash fall,IDN,Indonesia,South-eastern Asia,0.0,2004,1,29.0,2004,1,29.0,10.0,46.5,4615.0,4615.0,23153.0,60.21357973293278
Geophysical,Earthquake,Ground movement,PAK,Pakistan,Southern Asia,5.5,2004,2,14.0,2004,2,14.0,24.0,63.0,10765.0,13148.0,104477.5,60.21357973293278
Hydrological,Flood,Riverine flood,ARM,Armenia,Western Asia,29905.0,2004,3,5.0,2004,3,9.0,1.0,21.0,25450.0,20000.0,107022.0,60.21357973293278
Hydrological,Flood,Riverine flood,GEO,Georgia,Western Asia,29905.0,2004,3,5.0,2004,3,9.0,19.0,21.0,25450.0,20000.0,107022.0,60.21357973293278
Hydrological,Flood,Riverine flood,TUR,Türkiye,Western Asia,29905.0,2004,3,5.0,2004,3,9.0,15.0,21.0,25450.0,50000.0,107022.0,60.21357973293278
Meteorological,Storm,Blizzard/Winter storm,KOR,Republic of Korea,Eastern Asia,144.0,2004,3,5.0,2004,3,8.0,12.0,52.0,40000.0,14400.0,946630.0,60.21357973293278
Hydrological,Mass movement (wet),Landslide (wet),IDN,Indonesia,South-eastern Asia,0.0,2004,3,27.0,2004,3,27.0,33.0,13.0,5000.0,5000.0,20565.5,60.21357973293278
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,5.6,2004,3,28.0,2004,3,28.0,7.0,30.0,32500.0,32530.0,104477.5,60.21357973293278
Geophysical,Earthquake,Ground movement,TJK,Tajikistan,Central Asia,4.3,2004,4,1.0,2004,4,1.0,7.0,89.0,180.0,180.0,104477.5,60.21357973293278
Hydrological,Flood,Flash flood,CHN,China,Eastern Asia,114.0,2004,5,27.0,2004,5,28.0,18.0,21.0,25450.0,20000.0,107022.0,60.21357973293278
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,9000.0,2004,6,9.0,2004,6,11.0,45.0,21.0,1000.0,1000.0,107022.0,60.21357973293278
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,14990.0,2004,6,28.0,2004,6,30.0,15.0,21.0,25450.0,20000.0,107022.0,60.21357973293278
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,144.0,2004,6,29.0,2004,6,4.0,28.0,6.0,1165.0,1171.0,664302.0,60.21357973293278
Hydrological,Flood,Riverine flood,KOR,Republic of Korea,Eastern Asia,29905.0,2004,8,15.0,2004,8,22.0,10.0,21.0,1501.0,1501.0,9214.0,60.21357973293278
Meteorological,Storm,Storm (General),MYS,Malaysia,South-eastern Asia,144.0,2004,7,16.0,2004,7,16.0,12.0,52.0,1000.0,1000.0,97437.0,60.21357973293278
Geophysical,Earthquake,Ground movement,JPN,Japan,Eastern Asia,5.5,2005,4,19.0,2005,4,19.0,7.0,58.0,837.0,895.0,104477.5,62.25647852982311
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,165.0,2004,8,6.0,2004,8,12.0,188.0,4000.0,8590000.0,9062000.0,3637053.0,60.21357973293278
Hydrological,Flood,Flash flood,IND,India,Southern Asia,29905.0,2004,10,7.0,2004,10,18.0,160.0,21.0,25450.0,100000.0,107022.0,60.21357973293278
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,126.0,2004,8,17.0,2004,8,20.0,11.0,52.0,8502.0,8502.0,830377.0,60.21357973293278
Hydrological,Mass movement (wet),Landslide (wet),IND,India,Southern Asia,0.0,2009,8,8.0,2009,8,8.0,45.0,13.0,1275.5,300.0,20565.5,68.39164268330555
Geophysical,Earthquake,Ground movement,AFG,Afghanistan,Southern Asia,5.2,2004,7,18.0,2004,7,18.0,2.0,40.0,12426.0,1040.0,104477.5,60.21357973293278
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,810.0,2008,1,30.0,2008,1,31.0,3.0,21.0,40000.0,40000.0,951.0,68.6356722808762
Meteorological,Storm,Tropical cyclone,KOR,Republic of Korea,Eastern Asia,144.0,2004,9,6.0,2004,9,9.0,12.0,52.0,40000.0,14400.0,415189.0,60.21357973293278
Geophysical,Volcanic activity,Ash fall,IDN,Indonesia,South-eastern Asia,0.0,2004,9,4.0,2004,9,4.0,10.0,46.5,2100.0,2100.0,23153.0,60.21357973293278
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,220.0,2004,9,23.0,2004,9,25.0,25.0,89.0,10000.0,10089.0,1228959.0,60.21357973293278
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,230.0,2004,10,15.0,2004,10,19.0,89.0,342.0,84450.0,84792.0,3819736.0,60.21357973293278
Hydrological,Mass movement (wet),Landslide (wet),THA,Thailand,South-eastern Asia,0.0,2004,10,18.0,2004,10,18.0,3.0,10.0,100.0,110.0,20565.5,60.21357973293278
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,215.0,2004,11,14.0,2004,11,21.0,104.0,240.0,838434.0,838674.0,9965.0,60.21357973293278
Meteorological,Storm,Blizzard/Winter storm,TUR,Türkiye,Western Asia,144.0,2004,11,21.0,2004,11,22.0,14.0,121.0,600.0,721.0,97437.0,60.21357973293278
Meteorological,Storm,Storm (General),IND,India,Southern Asia,144.0,2014,4,17.0,2014,4,20.0,27.0,52.0,40000.0,14400.0,97437.0,75.46845567806861
Meteorological,Storm,Tornado,CHN,China,Eastern Asia,144.0,2004,5,8.0,2004,5,8.0,6.0,100.0,40000.0,562.0,6643.0,60.21357973293278
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,29905.0,2004,8,1.0,2004,8,8.0,210.0,21.0,100000.0,100000.0,458368.0,60.21357973293278
Hydrological,Flood,Riverine flood,YEM,Yemen,Western Asia,29905.0,2005,4,25.0,2005,4,27.0,10.0,21.0,215.0,715.0,107022.0,62.25647852982311
Geophysical,Earthquake,Ground movement,TUR,Türkiye,Western Asia,5.9,2005,1,25.0,2005,1,25.0,2.0,22.0,400.0,422.0,104477.5,62.25647852982311
Hydrological,Flood,Riverine flood,PAK,Pakistan,Southern Asia,123200.0,2005,2,9.0,2005,2,16.0,520.0,450.0,7000000.0,7000450.0,48188.0,62.25647852982311
Meteorological,Storm,Storm (General),IRN,Iran (Islamic Republic of),Southern Asia,144.0,2005,2,13.0,2005,2,13.0,12.0,52.0,8000.0,8000.0,97437.0,62.25647852982311
Meteorological,Storm,Tornado,BGD,Bangladesh,Southern Asia,100.0,2005,3,20.0,2005,3,23.0,79.0,1500.0,40000.0,11500.0,97437.0,62.25647852982311
Hydrological,Flood,Flash flood,CHN,China,Eastern Asia,2330.0,2005,6,10.0,2005,6,12.0,117.0,25.0,400.0,425.0,72282.0,62.25647852982311
Meteorological,Extreme temperature,Heat wave,IND,India,Southern Asia,49.0,2005,6,,2005,6,,329.0,472.0,75000.0,5100.0,90654.0,62.25647852982311
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,69400.0,2005,6,28.0,2005,6,10.0,58.0,230.0,11230000.0,11230230.0,974999.0,62.25647852982311
Meteorological,Extreme temperature,Heat wave,PAK,Pakistan,Southern Asia,50.0,2005,6,13.0,2005,6,28.0,106.0,200.0,75000.0,200.0,90654.0,62.25647852982311
Hydrological,Flood,Riverine flood,NPL,Nepal,Southern Asia,29905.0,2005,7,7.0,2005,7,27.0,19.0,21.0,30000.0,30000.0,107022.0,62.25647852982311
Hydrological,Flood,Riverine flood,JPN,Japan,Eastern Asia,29905.0,2005,6,28.0,2005,6,28.0,19.0,21.0,900.0,900.0,107022.0,62.25647852982311
Hydrological,Flood,Flash flood,TWN,Taiwan (Province of China),Eastern Asia,3540.0,2005,6,11.0,2005,6,17.0,16.0,21.0,2700.0,2700.0,99588.0,62.25647852982311
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,35550.0,2005,7,24.0,2005,7,5.0,1200.0,55.0,20000000.0,20000055.0,5348841.0,62.25647852982311
Hydrological,Flood,Riverine flood,SAU,Saudi Arabia,Western Asia,114600.0,2009,11,24.0,2009,11,26.0,161.0,21.0,25450.0,10000.0,1315950.0,68.39164268330555
Climatological,Wildfire,Forest fire,THA,Thailand,South-eastern Asia,47.5,2005,8,,2005,8,,7.0,28.5,4000.0,1533.0,328495.5,62.25647852982311
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,43680.0,2005,8,14.0,2005,8,5.0,28.0,21.0,14500.0,14500.0,107022.0,62.25647852982311
Meteorological,Storm,Tropical cyclone,TWN,Taiwan (Province of China),Eastern Asia,227.0,2005,9,1.0,2005,9,1.0,3.0,59.0,40000.0,59.0,61038.0,62.25647852982311
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,144.0,2005,9,2.0,2005,9,4.0,32.0,140.0,270000.0,270140.0,1606259.0,62.25647852982311
Meteorological,Storm,Tropical cyclone,KOR,Republic of Korea,Eastern Asia,144.0,2005,9,8.0,2005,9,8.0,5.0,52.0,1100.0,1100.0,8031.0,62.25647852982311
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,390.0,2005,7,21.0,2005,7,22.0,16.0,23.0,25450.0,23.0,900.0,62.25647852982311
Hydrological,Flood,Flash flood,MYS,Malaysia,South-eastern Asia,1470.0,2005,7,17.0,2005,7,19.0,4.0,21.0,600.0,600.0,107022.0,62.25647852982311
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,144.0,2005,10,2.0,2005,10,2.0,95.0,52.0,2460000.0,2460000.0,240939.0,62.25647852982311
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,131300.0,2005,10,23.0,2005,10,13.0,162.0,21.0,2000000.0,2000000.0,107022.0,62.25647852982311
Geophysical,Earthquake,Ground movement,IRN,Iran (Islamic Republic of),Southern Asia,5.9,2005,11,27.0,2005,11,27.0,13.0,100.0,12426.0,100.0,104477.5,62.25647852982311
Hydrological,Flood,Flash flood,BGD,Bangladesh,Southern Asia,22570.0,2005,10,3.0,2005,10,20.0,19.0,21.0,100000.0,100000.0,107022.0,62.25647852982311
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,12380.0,2005,10,3.0,2005,10,6.0,20.0,21.0,25450.0,80000.0,385502.0,62.25647852982311
Hydrological,Flood,Flash flood,MYS,Malaysia,South-eastern Asia,29905.0,2005,11,23.0,2006,11,12.0,9.0,21.0,30000.0,30000.0,107022.0,62.25647852982311
Meteorological,Extreme temperature,Severe winter conditions,TUR,Türkiye,Western Asia,35.0,2005,12,26.0,2006,12,6.0,17.0,150.0,75000.0,150.0,90654.0,62.25647852982311
Hydrological,Flood,Riverine flood,MYS,Malaysia,South-eastern Asia,2590.0,2006,4,20.0,2006,4,21.0,19.0,21.0,500.0,500.0,107022.0,64.26483221973469
Meteorological,Storm,Storm (General),JPN,Japan,Eastern Asia,144.0,2005,12,9.0,2006,12,5.0,100.0,1010.0,1800.0,2810.0,53007.0,62.25647852982311
Hydrological,Flood,Flash flood,YEM,Yemen,Western Asia,29905.0,2005,8,20.0,2005,8,21.0,12.0,6.0,25450.0,6.0,107022.0,62.25647852982311
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,175200.0,2006,4,21.0,2006,4,15.0,22.0,21.0,36900.0,36900.0,56018.0,64.26483221973469
Climatological,Drought,Drought,CHN,China,Eastern Asia,3500.0,2005,7,7.0,2005,7,,37.0,45.5,7600000.0,7600000.0,364331.0,62.25647852982311
Meteorological,Storm,Blizzard/Winter storm,CHN,China,Eastern Asia,144.0,2006,1,6.0,2006,1,14.0,12.0,5000.0,40000.0,105000.0,97437.0,64.26483221973469
Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,73070.0,2006,1,26.0,2006,1,14.0,19.0,21.0,10000.0,10000.0,42169.0,64.26483221973469
Hydrological,Flood,Flash flood,YEM,Yemen,Western Asia,10710.0,2006,2,20.0,2006,2,23.0,5.0,21.0,25450.0,2000.0,107022.0,64.26483221973469
Hydrological,Mass movement (wet),Landslide (wet),PHL,Philippines,South-eastern Asia,0.0,2006,2,17.0,2006,2,17.0,1126.0,19.0,5907.0,5926.0,3428.0,64.26483221973469
Hydrological,Flood,Flash flood,THA,Thailand,South-eastern Asia,78280.0,2006,5,22.0,2006,5,11.0,116.0,21.0,342895.0,342895.0,38902.0,64.26483221973469
Hydrological,Flood,Flash flood,CHN,China,Eastern Asia,11680.0,2006,6,12.0,2006,6,16.0,50.0,21.0,25450.0,12000.0,219405.0,64.26483221973469
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,4210.0,2006,6,8.0,2006,6,15.0,21.0,24.0,4600000.0,4600024.0,107022.0,64.26483221973469
Geophysical,Other,Landslide (dry),CHN,China,Eastern Asia,0.0,2006,6,18.0,2006,6,18.0,11.0,5.0,44267.5,5.0,126939.5,64.26483221973469
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,22760.0,2006,6,28.0,2006,6,6.0,30.0,21.0,4120000.0,4120000.0,1056565.0,64.26483221973469
Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,34990.0,2006,6,25.0,2006,6,26.0,29.0,16.0,2375000.0,2375016.0,107022.0,64.26483221973469
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,13110.0,2006,6,24.0,2006,6,27.0,130.0,21.0,300000.0,300000.0,107022.0,64.26483221973469
Hydrological,Flood,Riverine flood,AFG,Afghanistan,Southern Asia,29905.0,2006,7,9.0,2006,7,13.0,10.0,21.0,25450.0,20000.0,107022.0,64.26483221973469
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,144.0,2006,7,24.0,2006,7,28.0,4.0,52.0,200355.0,200355.0,733.0,64.26483221973469
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,29905.0,2006,7,24.0,2006,7,22.0,15.0,21.0,800.0,800.0,107022.0,64.26483221973469
Hydrological,Flood,Riverine flood,JPN,Japan,Eastern Asia,6130.0,2006,7,22.0,2006,7,26.0,8.0,21.0,4300.0,4300.0,107022.0,64.26483221973469
Hydrological,Flood,Riverine flood,AFG,Afghanistan,Southern Asia,3116.0,2006,7,30.0,2006,7,9.0,54.0,21.0,25450.0,8000.0,107022.0,64.26483221973469
Meteorological,Storm,Tropical cyclone,CHN,China,Eastern Asia,216.0,2006,8,6.0,2006,8,11.0,441.0,1350.0,5920000.0,5923350.0,3905713.0,64.26483221973469
Hydrological,Flood,Flood (General),PHL,Philippines,South-eastern Asia,29905.0,2006,8,,2006,8,,26.0,21.0,15000.0,15000.0,107022.0,64.26483221973469
Hydrological,Flood,Riverine flood,BGD,Bangladesh,Southern Asia,28080.0,2006,8,24.0,2006,8,20.0,19.0,21.0,135775.0,135775.0,107022.0,64.26483221973469
Meteorological,Storm,Tropical cyclone,BGD,Bangladesh,Southern Asia,144.0,2006,9,18.0,2006,9,5.0,115.0,52.0,9135.0,9135.0,97437.0,64.26483221973469
Meteorological,Storm,Tropical cyclone,IND,India,Southern Asia,144.0,2006,9,18.0,2006,9,5.0,114.0,300.0,40000.0,150300.0,97437.0,64.26483221973469
Hydrological,Flood,Riverine flood,LKA,Sri Lanka,Southern Asia,6890.0,2006,10,26.0,2006,10,20.0,25.0,2.0,333000.0,333002.0,4668.0,64.26483221973469
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,4.7,2006,11,3.0,2006,11,3.0,7.0,89.0,12000.0,12000.0,453.0,64.26483221973469
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,29905.0,2006,3,9.0,2006,3,10.0,61.0,113.0,25450.0,113.0,107022.0,64.26483221973469
Hydrological,Flood,Flash flood,IND,India,Southern Asia,29905.0,2006,10,1.0,2006,10,1.0,39.0,21.0,25450.0,20000.0,107022.0,64.26483221973469
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,195.0,2006,11,30.0,2006,11,8.0,1399.0,2143.0,2560374.0,2562517.0,103322.0,64.26483221973469
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,150.0,2006,12,11.0,2006,12,11.0,42.0,42.0,327500.0,327542.0,97437.0,64.26483221973469
Hydrological,Mass movement (wet),Landslide (wet),IDN,Indonesia,South-eastern Asia,0.0,2006,12,15.0,2006,12,15.0,17.0,13.0,1275.5,300.0,20565.5,64.26483221973469
Geophysical,Earthquake,Ground movement,IDN,Indonesia,South-eastern Asia,5.8,2006,12,17.0,2006,12,17.0,8.0,200.0,1000.0,1200.0,104477.5,64.26483221973469
Geophysical,Earthquake,Ground movement,TWN,Taiwan (Province of China),Eastern Asia,7.1,2006,12,26.0,2006,12,26.0,2.0,42.0,12426.0,42.0,104477.5,64.26483221973469
Geophysical,Earthquake,Ground movement,KGZ,Kyrgyzstan,Central Asia,5.8,2006,12,26.0,2006,12,26.0,7.0,89.0,12000.0,12050.0,104477.5,64.26483221973469
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,302800.0,2006,8,1.0,2006,8,10.0,185.0,21.0,2000000.0,2000000.0,107022.0,64.26483221973469
Climatological,Drought,Drought,AFG,Afghanistan,Southern Asia,3500.0,2006,7,,2006,7,,37.0,45.5,1900000.0,1900000.0,364331.0,64.26483221973469
Climatological,Drought,Drought,NPL,Nepal,Southern Asia,3500.0,2006,7,,2006,7,,37.0,45.5,200000.0,200000.0,364331.0,64.26483221973469
Hydrological,Flood,Riverine flood,MYS,Malaysia,South-eastern Asia,26380.0,2007,1,11.0,2007,1,1.0,17.0,21.0,137533.0,137533.0,915306.0,66.09810296587726
Meteorological,Extreme temperature,Severe winter conditions,BGD,Bangladesh,Southern Asia,5.0,2007,1,,2007,1,,130.0,472.0,100000.0,100000.0,90654.0,66.09810296587726
Meteorological,Storm,Tropical cyclone,OMN,Oman,Western Asia,260.0,2007,6,6.0,2007,6,10.0,76.0,52.0,20000.0,20000.0,5900321.0,66.09810296587726
Hydrological,Flood,Flash flood,AFG,Afghanistan,Southern Asia,15490.0,2007,5,14.0,2007,5,18.0,23.0,21.0,2000.0,2950.0,107022.0,66.09810296587726
Hydrological,Flood,Riverine flood,AFG,Afghanistan,Southern Asia,25850.0,2007,5,5.0,2007,5,7.0,10.0,21.0,630.0,645.0,107022.0,66.09810296587726
Meteorological,Extreme temperature,Heat wave,TUR,Türkiye,Western Asia,43.0,2007,6,,2007,6,,3.0,472.0,75000.0,5100.0,90654.0,66.09810296587726
Hydrological,Flood,Riverine flood,PAK,Pakistan,Southern Asia,2215.0,2007,6,23.0,2007,6,25.0,228.0,186.0,25450.0,186.0,107022.0,66.09810296587726
Hydrological,Flood,Flash flood,IND,India,Southern Asia,449300.0,2007,6,22.0,2007,6,4.0,127.0,21.0,200000.0,200000.0,107022.0,66.09810296587726
Meteorological,Storm,Tropical cyclone,JPN,Japan,Eastern Asia,250.0,2007,7,13.0,2007,7,16.0,5.0,12.0,40000.0,40012.0,90774.0,66.09810296587726
Geophysical,Earthquake,Ground movement,TJK,Tajikistan,Central Asia,5.2,2007,7,21.0,2007,7,21.0,11.0,3.0,7000.0,7003.0,104477.5,66.09810296587726
Hydrological,Flood,Riverine flood,BGD,Bangladesh,Southern Asia,7000.0,2007,7,21.0,2007,7,3.0,1110.0,21.0,13771380.0,13771380.0,151290.0,66.09810296587726
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,144.0,2007,8,8.0,2007,8,13.0,7.0,7.0,921455.0,921462.0,744.0,66.09810296587726
Hydrological,Flood,Flash flood,PAK,Pakistan,Southern Asia,190100.0,2007,8,10.0,2007,8,13.0,44.0,20.0,25450.0,20.0,494898.0,66.09810296587726
Geophysical,Earthquake,Ground movement,CHN,China,Eastern Asia,6.9,2010,4,14.0,2010,4,14.0,2968.0,12000.0,12426.0,112000.0,719287.0,69.51329329264284
Hydrological,Flood,Riverine flood,KHM,Cambodia,South-eastern Asia,64580.0,2007,8,10.0,2007,8,24.0,2.0,21.0,19000.0,19000.0,1513.0,66.09810296587726
Hydrological,Flood,Riverine flood,IND,India,Southern Asia,133800.0,2007,8,8.0,2007,8,15.0,16.0,21.0,25450.0,20000.0,107022.0,66.09810296587726
Geophysical,Volcanic activity,Ash fall,YEM,Yemen,Western Asia,0.0,2007,9,30.0,2007,9,30.0,6.0,15.0,16728.0,15.0,23153.0,66.09810296587726
Hydrological,Flood,Riverine flood,THA,Thailand,South-eastern Asia,139500.0,2007,9,5.0,2007,9,10.0,10.0,21.0,17000.0,17000.0,107022.0,66.09810296587726
Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,5690.0,2007,9,2.0,2007,9,4.0,4.0,21.0,1000.0,1000.0,107022.0,66.09810296587726
Meteorological,Storm,Tropical cyclone,PHL,Philippines,South-eastern Asia,144.0,2007,9,17.0,2007,9,25.0,2.0,52.0,30000.0,30000.0,97437.0,66.09810296587726
